source_job_id,title,company_name,salary_text,city,district,experience,education,industry,company_size,financing_stage,skills,description,source,source_url,publish_time
sample-0194,测试工程师,成都天府科技有限公司73,9-13K,成都,青羊区,3-5年,不限,互联网,500-999人,C轮及以上,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/194,2026-05-05
sample-0195,销售经理,成都星河科技有限公司76,4-19K·13薪,成都,青羊区,5-10年,不限,电子商务,100-499人,C轮及以上,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/195,2026-06-01
sample-0196,数据分析师,成都蓉创科技有限公司11,10-21K·13薪,成都,锦江区,3-5年,不限,互联网,1000-9999人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/196,2026-04-15
sample-0197,Java 开发工程师,成都天府科技有限公司58,10-25K·13薪,成都,成华区,1-3年,本科,教育培训,1000-9999人,B轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/197,2026-05-31
sample-0198,前端开发工程师,成都云智科技有限公司32,11-23K,成都,成华区,不限,本科,软件服务,1000-9999人,上市公司,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/198,2026-03-16
sample-0199,前端开发工程师,成都锦城科技有限公司1,10-22K·13薪,成都,武侯区,5-10年,本科,企业服务,500-999人,未融资,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/199,2026-05-21
sample-0200,前端开发工程师,成都云智科技有限公司14,7-19K·14薪,成都,双流区,不限,本科,教育培训,20-99人,C轮及以上,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/200,2026-04-07
sample-0201,销售经理,成都云智科技有限公司50,6-23K,成都,双流区,1-3年,大专,智能制造,1000-9999人,天使轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/201,2026-04-27
sample-0202,前端开发工程师,成都星河科技有限公司9,9-21K·13薪,成都,锦江区,5-10年,本科,金融科技,500-999人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/202,2026-04-01
sample-0203,Java 开发工程师,成都蓉创科技有限公司77,10-23K,成都,天府新区,1-3年,硕士,互联网,100-499人,A轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/203,2026-03-15
sample-0204,Python 后端工程师,成都天府科技有限公司43,13-26K·14薪,成都,天府新区,1-3年,本科,电子商务,100-499人,B轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/204,2026-04-22
sample-0205,测试工程师,成都星河科技有限公司74,6-18K·13薪,成都,天府新区,3-5年,硕士,电子商务,1000-9999人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/205,2026-04-27
sample-0206,Java 开发工程师,成都星河科技有限公司60,12-22K,成都,高新区,5-10年,本科,企业服务,20-99人,B轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/206,2026-03-08
sample-0207,电商运营,成都天府科技有限公司55,5-15K,成都,锦江区,不限,硕士,教育培训,1000-9999人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/207,2026-05-02
sample-0208,运维工程师,成都星河科技有限公司14,11-21K,成都,武侯区,3-5年,大专,智能制造,20-99人,C轮及以上,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/208,2026-04-18
sample-0209,运维工程师,成都星河科技有限公司34,9-21K,成都,武侯区,1-3年,硕士,电子商务,1000-9999人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/209,2026-06-02
sample-0210,销售经理,成都锦城科技有限公司14,8-19K·13薪,成都,天府新区,5-10年,不限,互联网,100-499人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/210,2026-05-31
sample-0211,产品经理,成都天府科技有限公司45,10-26K,成都,天府新区,不限,硕士,智能制造,1000-9999人,A轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/211,2026-03-29
sample-0212,Java 开发工程师,成都星河科技有限公司14,10-19K,成都,金牛区,1-3年,大专,教育培训,100-499人,A轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/212,2026-06-01
sample-0213,UI 设计师,成都天府科技有限公司24,8-20K,成都,锦江区,5-10年,不限,智能制造,100-499人,B轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/213,2026-04-13
sample-0214,销售经理,成都云智科技有限公司36,7-23K,成都,青羊区,不限,大专,电子商务,500-999人,天使轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/214,2026-05-07
sample-0215,电商运营,成都天府科技有限公司77,4-15K·14薪,成都,金牛区,5-10年,不限,电子商务,500-999人,B轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/215,2026-03-28
sample-0216,销售经理,成都云智科技有限公司41,5-21K,成都,锦江区,1-3年,本科,互联网,100-499人,A轮,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/216,2026-03-09
sample-0217,前端开发工程师,成都天府科技有限公司74,11-23K·14薪,成都,锦江区,5-10年,大专,金融科技,100-499人,C轮及以上,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/217,2026-03-19
sample-0218,前端开发工程师,成都蓉创科技有限公司58,10-21K,成都,金牛区,不限,本科,互联网,1000-9999人,天使轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/218,2026-05-11
sample-0219,数据分析师,成都天府科技有限公司54,9-22K·14薪,成都,天府新区,5-10年,大专,互联网,20-99人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/219,2026-03-08
sample-0220,产品经理,成都天府科技有限公司22,8-23K,成都,成华区,5-10年,不限,教育培训,20-99人,A轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/220,2026-03-27
sample-0221,UI 设计师,成都云智科技有限公司55,7-13K·14薪,成都,青羊区,1-3年,本科,企业服务,20-99人,B轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/221,2026-03-26
sample-0222,产品经理,成都蓉创科技有限公司27,10-20K·14薪,成都,青羊区,3-5年,硕士,软件服务,100-499人,天使轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/222,2026-05-19
sample-0223,数据分析师,成都锦城科技有限公司42,6-20K·13薪,成都,锦江区,3-5年,本科,企业服务,20-99人,天使轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/223,2026-03-19
sample-0224,运维工程师,成都星河科技有限公司32,7-19K,成都,锦江区,3-5年,大专,企业服务,1000-9999人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/224,2026-03-06
sample-0225,前端开发工程师,成都云智科技有限公司10,11-21K·14薪,成都,天府新区,5-10年,本科,智能制造,500-999人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/225,2026-04-16
sample-0226,电商运营,成都蓉创科技有限公司9,6-11K,成都,金牛区,5-10年,大专,金融科技,100-499人,B轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/226,2026-04-06
sample-0227,产品经理,成都天府科技有限公司73,10-23K·13薪,成都,锦江区,3-5年,不限,互联网,20-99人,上市公司,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/227,2026-03-25
sample-0228,电商运营,成都天府科技有限公司1,4-12K,成都,天府新区,1-3年,大专,智能制造,500-999人,天使轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/228,2026-04-08
sample-0229,产品经理,成都云智科技有限公司22,8-24K·13薪,成都,金牛区,5-10年,本科,智能制造,100-499人,B轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/229,2026-05-24
sample-0230,Java 开发工程师,成都蓉创科技有限公司17,8-19K,成都,武侯区,1-3年,硕士,互联网,20-99人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/230,2026-04-03
sample-0231,测试工程师,成都天府科技有限公司30,5-18K,成都,武侯区,不限,不限,互联网,500-999人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/231,2026-04-03
sample-0232,产品经理,成都蓉创科技有限公司9,9-25K,成都,锦江区,不限,大专,金融科技,500-999人,上市公司,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/232,2026-03-13
sample-0233,数据分析师,成都星河科技有限公司13,7-21K·14薪,成都,武侯区,不限,硕士,电子商务,1000-9999人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/233,2026-05-07
sample-0234,前端开发工程师,成都锦城科技有限公司4,8-21K,成都,成华区,1-3年,大专,智能制造,1000-9999人,A轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/234,2026-05-03
sample-0235,Python 后端工程师,成都蓉创科技有限公司64,11-28K·14薪,成都,青羊区,不限,不限,电子商务,500-999人,天使轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/235,2026-05-20
sample-0236,运维工程师,成都云智科技有限公司61,11-21K·13薪,成都,锦江区,不限,不限,互联网,500-999人,天使轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/236,2026-03-26
sample-0237,Python 后端工程师,成都天府科技有限公司55,10-27K·13薪,成都,双流区,不限,大专,电子商务,20-99人,A轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/237,2026-03-15
sample-0238,Java 开发工程师,成都蓉创科技有限公司51,12-22K,成都,金牛区,不限,本科,智能制造,1000-9999人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/238,2026-03-27
sample-0239,数据分析师,成都蓉创科技有限公司59,6-18K,成都,武侯区,不限,本科,智能制造,100-499人,未融资,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/239,2026-04-09
sample-0240,Python 后端工程师,成都蓉创科技有限公司67,11-21K,成都,金牛区,3-5年,大专,电子商务,100-499人,上市公司,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/240,2026-04-01
sample-0241,产品经理,成都云智科技有限公司68,8-19K·13薪,成都,成华区,3-5年,不限,金融科技,1000-9999人,C轮及以上,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/241,2026-04-10
sample-0242,测试工程师,成都云智科技有限公司33,5-19K,成都,锦江区,不限,大专,智能制造,20-99人,未融资,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/242,2026-04-17
sample-0243,Python 后端工程师,成都星河科技有限公司20,11-21K·14薪,成都,双流区,不限,硕士,软件服务,500-999人,天使轮,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/243,2026-04-18
sample-0244,运维工程师,成都蓉创科技有限公司16,9-19K,成都,金牛区,不限,大专,软件服务,20-99人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/244,2026-03-22
sample-0245,Java 开发工程师,成都天府科技有限公司71,11-23K·13薪,成都,武侯区,不限,本科,软件服务,500-999人,C轮及以上,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/245,2026-04-23
sample-0246,产品经理,成都蓉创科技有限公司26,12-22K·14薪,成都,天府新区,1-3年,大专,互联网,1000-9999人,未融资,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/246,2026-04-17
sample-0247,数据分析师,成都锦城科技有限公司49,10-20K,成都,高新区,不限,大专,教育培训,100-499人,B轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/247,2026-04-22
sample-0248,电商运营,成都蓉创科技有限公司30,4-13K·13薪,成都,高新区,5-10年,本科,金融科技,20-99人,C轮及以上,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/248,2026-05-23
sample-0249,Java 开发工程师,成都星河科技有限公司56,12-21K·14薪,成都,高新区,1-3年,本科,电子商务,500-999人,B轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/249,2026-05-25
sample-0250,测试工程师,成都星河科技有限公司26,7-19K·13薪,成都,武侯区,不限,大专,互联网,100-499人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/250,2026-05-05
sample-0251,电商运营,成都天府科技有限公司27,6-17K,成都,金牛区,3-5年,硕士,电子商务,20-99人,未融资,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/251,2026-03-27
sample-0252,前端开发工程师,成都星河科技有限公司12,9-17K,成都,锦江区,3-5年,硕士,教育培训,20-99人,上市公司,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/252,2026-04-23
sample-0253,产品经理,成都蓉创科技有限公司72,10-21K,成都,天府新区,1-3年,不限,金融科技,20-99人,天使轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/253,2026-04-13
sample-0254,Java 开发工程师,成都锦城科技有限公司52,8-19K,成都,青羊区,不限,本科,企业服务,20-99人,未融资,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/254,2026-05-18
sample-0255,Java 开发工程师,成都云智科技有限公司16,9-26K,成都,金牛区,5-10年,不限,软件服务,1000-9999人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/255,2026-05-23
sample-0256,运维工程师,成都锦城科技有限公司23,10-15K·14薪,成都,双流区,1-3年,大专,电子商务,500-999人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/256,2026-03-08
sample-0257,前端开发工程师,成都天府科技有限公司71,7-20K·13薪,成都,双流区,不限,不限,电子商务,1000-9999人,天使轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/257,2026-04-01
sample-0258,运维工程师,成都蓉创科技有限公司62,8-18K,成都,金牛区,5-10年,本科,教育培训,500-999人,B轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/258,2026-04-16
sample-0259,产品经理,成都锦城科技有限公司4,9-19K·13薪,成都,青羊区,不限,硕士,教育培训,500-999人,C轮及以上,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/259,2026-03-19
sample-0260,数据分析师,成都蓉创科技有限公司35,7-16K,成都,青羊区,不限,大专,教育培训,1000-9999人,A轮,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/260,2026-03-11
sample-0261,前端开发工程师,成都云智科技有限公司76,8-20K·13薪,成都,金牛区,3-5年,大专,教育培训,100-499人,B轮,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/261,2026-03-06
sample-0262,UI 设计师,成都星河科技有限公司8,7-15K·14薪,成都,武侯区,1-3年,不限,教育培训,1000-9999人,未融资,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/262,2026-05-30
sample-0263,测试工程师,成都云智科技有限公司42,9-15K,成都,锦江区,不限,大专,教育培训,100-499人,未融资,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/263,2026-04-21
sample-0264,UI 设计师,成都云智科技有限公司76,7-14K·13薪,成都,双流区,3-5年,本科,电子商务,100-499人,天使轮,"Figma,Photoshop,原型设计",负责产品界面设计、设计规范维护和交互细节优化，熟悉 Figma。,sample,https://example.invalid/jobs/264,2026-03-11
sample-0265,运维工程师,成都蓉创科技有限公司29,10-20K,成都,金牛区,1-3年,硕士,电子商务,500-999人,天使轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/265,2026-03-24
sample-0266,前端开发工程师,成都星河科技有限公司79,7-23K,成都,金牛区,不限,硕士,软件服务,500-999人,上市公司,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/266,2026-05-11
sample-0267,Java 开发工程师,成都天府科技有限公司43,9-24K·13薪,成都,武侯区,不限,本科,软件服务,100-499人,上市公司,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/267,2026-05-13
sample-0268,Java 开发工程师,成都天府科技有限公司50,10-23K,成都,高新区,5-10年,大专,金融科技,1000-9999人,B轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/268,2026-06-03
sample-0269,测试工程师,成都天府科技有限公司21,9-18K,成都,青羊区,不限,不限,电子商务,20-99人,A轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/269,2026-04-03
sample-0270,产品经理,成都云智科技有限公司21,8-20K·13薪,成都,双流区,不限,本科,教育培训,1000-9999人,上市公司,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/270,2026-05-13
sample-0271,Python 后端工程师,成都锦城科技有限公司13,13-23K·14薪,成都,高新区,1-3年,大专,金融科技,500-999人,上市公司,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/271,2026-05-14
sample-0272,产品经理,成都蓉创科技有限公司74,10-22K,成都,双流区,5-10年,大专,互联网,500-999人,未融资,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/272,2026-05-28
sample-0273,运维工程师,成都星河科技有限公司4,7-19K·14薪,成都,武侯区,1-3年,本科,互联网,1000-9999人,未融资,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/273,2026-05-09
sample-0274,产品经理,成都蓉创科技有限公司12,11-26K·14薪,成都,成华区,5-10年,大专,电子商务,1000-9999人,A轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/274,2026-03-11
sample-0275,前端开发工程师,成都星河科技有限公司34,10-17K·13薪,成都,天府新区,3-5年,不限,软件服务,20-99人,未融资,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/275,2026-04-08
sample-0276,测试工程师,成都蓉创科技有限公司50,9-18K,成都,高新区,5-10年,硕士,教育培训,100-499人,B轮,"Python,SQL,Linux",负责接口测试、自动化测试和质量保障，熟悉 Python 脚本和 SQL。,sample,https://example.invalid/jobs/276,2026-03-25
sample-0277,产品经理,成都天府科技有限公司16,8-25K,成都,锦江区,1-3年,大专,软件服务,100-499人,天使轮,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/277,2026-03-31
sample-0278,Python 后端工程师,成都锦城科技有限公司77,13-22K·14薪,成都,锦江区,3-5年,不限,互联网,1000-9999人,C轮及以上,"Python,FastAPI,PostgreSQL,Redis,Docker",负责业务后端服务开发，使用 Python、FastAPI、SQL、Redis 构建稳定接口。,sample,https://example.invalid/jobs/278,2026-05-09
sample-0279,运维工程师,成都蓉创科技有限公司2,11-20K·13薪,成都,天府新区,5-10年,不限,金融科技,100-499人,天使轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/279,2026-03-29
sample-0280,销售经理,成都蓉创科技有限公司37,8-18K,成都,武侯区,3-5年,硕士,电子商务,1000-9999人,上市公司,"销售,客户沟通,渠道拓展",负责客户开发、商务谈判和渠道拓展，具备较强客户沟通能力。,sample,https://example.invalid/jobs/280,2026-03-23
sample-0281,电商运营,成都星河科技有限公司52,8-18K,成都,成华区,5-10年,不限,金融科技,500-999人,上市公司,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/281,2026-05-12
sample-0282,数据分析师,成都锦城科技有限公司44,6-22K·13薪,成都,高新区,3-5年,本科,企业服务,1000-9999人,上市公司,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/282,2026-04-17
sample-0283,Java 开发工程师,成都天府科技有限公司35,9-21K·13薪,成都,金牛区,不限,大专,金融科技,100-499人,B轮,"Java,Spring Boot,MySQL,Redis,Linux",负责 Java 后端系统开发，熟悉 Spring Boot、MySQL、Redis 和 Linux。,sample,https://example.invalid/jobs/283,2026-04-08
sample-0284,电商运营,成都锦城科技有限公司9,8-16K,成都,锦江区,5-10年,大专,企业服务,20-99人,天使轮,"电商运营,Excel,数据分析,用户增长",负责店铺运营、活动策划和数据复盘，具备电商平台运营经验。,sample,https://example.invalid/jobs/284,2026-03-30
sample-0285,数据分析师,成都锦城科技有限公司7,7-15K,成都,天府新区,1-3年,本科,电子商务,1000-9999人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/285,2026-05-30
sample-0286,运维工程师,成都天府科技有限公司77,7-15K,成都,天府新区,1-3年,硕士,教育培训,500-999人,A轮,"Linux,Docker,Kubernetes,Redis,MySQL",负责系统部署、监控和故障处理，熟悉 Linux、Docker 和 Kubernetes。,sample,https://example.invalid/jobs/286,2026-04-17
sample-0287,前端开发工程师,成都星河科技有限公司7,9-18K·13薪,成都,双流区,1-3年,大专,智能制造,100-499人,上市公司,"JavaScript,TypeScript,React,Vue",负责 Web 前端开发，熟悉 React 或 Vue，有 TypeScript 项目经验。,sample,https://example.invalid/jobs/287,2026-05-31
sample-0288,数据分析师,成都星河科技有限公司61,8-21K,成都,高新区,1-3年,不限,软件服务,500-999人,C轮及以上,"SQL,Python,Excel,Tableau,数据分析,数据可视化",负责业务数据分析、指标体系建设和数据可视化，熟练 SQL、Excel 和 Python。,sample,https://example.invalid/jobs/288,2026-03-08
sample-0289,产品经理,成都星河科技有限公司33,10-25K·14薪,成都,天府新区,5-10年,本科,智能制造,1000-9999人,C轮及以上,"需求分析,原型设计,项目管理,Figma",负责需求分析、产品规划和项目推进，熟悉原型设计和跨团队沟通。,sample,https://example.invalid/jobs/289,2026-04-20
